## xgal,ygal,zgal,mgal,rhgas,rhstar,R200,M200,RTopHat,MTopHat 
58.838379,33.860603,11.630264,8614844416.000000,21.671717,2.615970,209.818207,986478673920.000000,277.492004,1164946702336.000000 
57.631031,33.225513,11.778562,35611242496.000000,133.627670,2.544847,228.893036,1280631111680.000000,303.848816,1529327517696.000000 
24.840265,69.424042,13.906077,21203499008.000000,123.911209,3.638413,234.059418,1369460310016.000000,307.977600,1592493473792.000000 
26.633614,11.451932,14.717142,22250332160.000000,101.037811,3.457756,215.784164,1073055137792.000000,287.687775,1298038784000.000000 
47.177868,13.499706,10.170820,27815018496.000000,130.528946,4.322325,225.613770,1226338598912.000000,295.919220,1412773707776.000000 
51.752758,11.353711,11.770790,17232218112.000000,110.190231,2.816837,174.387894,566371090432.000000,232.320114,683500240896.000000 
15.661119,36.109264,10.571030,26556368896.000000,120.796623,5.017317,200.971146,866945335296.000000,266.411835,1030795362304.000000 
56.965508,30.572348,11.760768,21083396096.000000,102.109695,5.072539,201.909073,879005270016.000000,267.617340,1044793720832.000000 
66.342766,37.905235,14.737097,25039955968.000000,180.560425,3.044237,205.836639,931345530880.000000,269.835052,1070944550912.000000 
51.863991,18.413820,11.490279,4382686208.000000,55.316612,2.006624,175.017410,572527214592.000000,230.074814,663881711616.000000 
49.350582,99.837585,11.087668,7140921856.000000,92.793594,3.940276,158.498108,425208217600.000000,211.440948,515384410112.000000 
35.204575,66.309067,10.129546,27708520448.000000,1.778642,3.590417,184.115372,666505183232.000000,242.472931,777190637568.000000 
30.978300,66.949982,13.672965,13002705920.000000,109.667435,3.499529,184.910294,675120021504.000000,245.102386,802673131520.000000 
23.787123,89.749809,14.955437,9981860864.000000,82.360870,4.975010,179.622513,618877091840.000000,240.584579,759081009152.000000 
52.330704,7.874735,11.879669,17106462720.000000,88.824326,3.348762,184.517471,670881742848.000000,242.493164,777316532224.000000 
84.089676,30.511868,10.613930,11442185216.000000,99.741646,2.673095,183.284698,657481465856.000000,244.216125,794052329472.000000 
20.069876,63.830101,13.878889,12367051776.000000,51.261749,6.150360,176.574966,587975294976.000000,234.891724,706554429440.000000 
79.272835,37.875935,11.938686,12581751808.000000,75.244911,3.331322,181.101654,634331201536.000000,237.983749,734735237120.000000 
90.083755,60.195892,10.467058,9585100800.000000,94.770348,2.560876,171.976898,543230885888.000000,228.072845,646776356864.000000 
62.036568,56.534752,11.080733,6419388416.000000,107.763069,2.530685,164.658539,476731932672.000000,215.852676,548284006400.000000 
52.451973,94.123482,14.565165,8744637440.000000,70.280823,3.024125,166.744263,495051833344.000000,218.286163,566974545920.000000 
25.796314,68.600975,12.512782,10525237248.000000,75.992661,3.068168,171.699203,540502130688.000000,224.324936,615367311360.000000 
55.987782,28.666700,14.250472,8849573888.000000,50.310883,4.491521,147.145889,340246659072.000000,194.731934,402552324096.000000 
76.175476,37.838703,14.952049,6939998720.000000,75.271568,4.213303,159.366669,432297082880.000000,210.611694,509278060544.000000 
65.775841,5.996234,13.339995,4460470272.000000,60.443157,3.141154,160.662964,442935115776.000000,210.109390,505709428736.000000 
94.754997,58.380283,14.759471,4801823744.000000,50.055859,5.396792,145.301224,327609810944.000000,195.261169,405850324992.000000 
70.740036,69.120895,14.375511,5252155904.000000,42.550484,2.910254,154.572418,394442735616.000000,202.709045,454063489024.000000 
60.585941,57.687447,12.832806,4882028032.000000,84.885506,4.957481,148.739014,351391744000.000000,199.596085,433501962240.000000 
53.978771,22.851379,12.272223,7330170880.000000,19.142570,4.628778,157.813583,419753754624.000000,203.988525,462755790848.000000 
30.479397,66.795105,12.100355,6854280192.000000,64.852234,3.376057,153.632034,387285647360.000000,200.526535,439600840704.000000 
50.684380,5.558101,10.117530,5036730368.000000,72.624474,3.280642,151.335892,370096439296.000000,197.727280,421397987328.000000 
11.791467,52.924942,10.342680,3082126080.000000,45.952759,2.963319,143.057617,312614846464.000000,190.469315,376681037824.000000 
50.997261,0.351411,14.841270,6011512832.000000,48.015339,4.310186,148.847260,352172900352.000000,194.478745,400983588864.000000 
66.455246,67.614746,12.456064,8027325952.000000,62.371681,5.338699,142.545883,309308456960.000000,189.350952,370098307072.000000 
60.161289,2.636896,10.702363,1820836480.000000,55.944695,3.319954,148.570999,350245617664.000000,194.698547,402326355968.000000 
22.729263,57.590069,10.256379,5042120192.000000,80.988892,3.498425,147.385620,341917827072.000000,193.415024,394425729024.000000 
83.066063,92.734589,11.872769,4234443264.000000,77.688553,2.244921,146.015533,332455280640.000000,191.172699,380859219968.000000 
48.436134,32.117386,11.908928,3742172160.000000,40.064758,3.620709,133.266678,252761980928.000000,176.779114,301200080896.000000 
53.043304,15.606462,12.932250,6913590784.000000,68.358864,3.375078,133.821503,255953108992.000000,175.357590,293959041024.000000 
97.724136,34.315575,14.636572,2805380352.000000,46.717041,3.470407,135.844406,267701321728.000000,184.642181,343170318336.000000 
90.731522,62.709095,11.318813,1086518656.000000,57.795578,2.484039,121.155983,189905911808.000000,164.520523,242751029248.000000 
34.562279,98.208328,14.977882,5610254336.000000,38.274746,3.254619,139.900330,292433362944.000000,181.914581,328184463360.000000 
32.908474,66.494392,10.670516,5267838464.000000,0.768303,3.476940,127.331154,220453830656.000000,171.787994,276389167104.000000 
83.702919,90.498405,12.687035,1182705920.000000,52.633717,2.066275,136.629135,272401268736.000000,178.858383,311934550016.000000 
15.593646,68.594620,13.802523,2590661888.000000,69.264290,3.516543,136.412094,271077343232.000000,181.565720,326326747136.000000 
24.684553,65.522324,10.036817,44126593024.000000,2.334823,5.817476,672.236206,32441261621248.000000,926.452820,43346852577280.000000 
24.664011,65.392387,10.163819,13320359936.000000,1.520050,2.498525,672.236206,32441261621248.000000,926.452820,43346852577280.000000 
89.422638,65.702103,11.263587,2999703040.000000,65.718788,3.402553,123.862488,202928357376.000000,164.320312,241889460224.000000 
51.207878,49.820683,10.432938,1350896512.000000,80.183685,2.518807,133.129700,251967275008.000000,176.331894,298863427584.000000 
66.419098,10.084175,12.222437,3091336960.000000,79.232872,2.325191,136.857056,273735663616.000000,178.767303,311452041216.000000 
56.734566,29.597820,14.811413,2056469888.000000,76.572372,2.439411,121.270638,190450958336.000000,161.992569,231722532864.000000 
52.010662,52.688454,13.577208,1530714880.000000,22.102058,4.030039,132.122147,246322118656.000000,174.333008,288836124672.000000 
51.668556,87.466881,14.251909,2878718720.000000,39.214340,3.280632,120.550217,187068989440.000000,157.586899,213333000192.000000 
80.692047,44.537399,14.406638,2218398208.000000,21.213079,3.443543,129.494370,231890550784.000000,168.996353,263130546176.000000 
68.360794,43.080177,12.492157,2157138688.000000,22.178314,3.597930,131.889374,245003993088.000000,171.226852,273645453312.000000 
30.421535,66.582771,14.326310,1705795712.000000,33.858379,3.118102,121.936005,193604206592.000000,158.534485,217208389632.000000 
31.015427,13.193876,11.103542,1709711232.000000,36.607960,4.547666,119.755112,183432937472.000000,157.710083,213851471872.000000 
64.154297,6.570412,12.648412,1082680576.000000,95.225075,2.707186,117.123947,171592105984.000000,159.815567,222538661888.000000 
92.100334,6.206562,10.000299,2065713280.000000,60.237411,3.941433,125.796318,212600635392.000000,165.480469,247024304128.000000 
23.406118,66.030907,11.512691,3990220032.000000,34.313210,2.723835,121.691261,192427163648.000000,158.555893,217322962944.000000 
19.459290,68.213242,11.480300,1045605184.000000,25.801846,2.427047,117.959740,175277195264.000000,155.166138,203655331840.000000 
49.636539,84.836899,11.288987,2717657344.000000,63.721485,2.182308,123.058441,199006846976.000000,160.632034,225952038912.000000 
24.141289,68.472328,10.258923,1169687808.000000,0.000000,3.601647,409.996185,7360510164992.000000,554.705505,9304240291840.000000 
51.833702,11.475776,14.623722,1680913920.000000,0.000000,2.830949,326.650726,3722156179456.000000,492.399292,6508432064512.000000 
90.071793,57.995663,11.022008,2836961792.000000,0.688848,2.803955,467.331390,10899648675840.000000,632.729736,13808829464576.000000 
89.590652,58.001957,11.713792,1442369792.000000,0.000000,3.103022,467.331390,10899648675840.000000,632.729736,13808829464576.000000 
87.122284,69.984802,13.732594,1296641536.000000,0.736608,2.456463,502.493134,13550729822208.000000,675.704041,16818752192512.000000 
80.048210,72.901680,14.140203,2092763776.000000,3.180131,2.200255,220.847885,1150245404672.000000,304.934235,1545721872384.000000 
90.065399,4.271866,13.619502,3248536832.000000,2.868957,2.704117,223.762665,1196427575296.000000,295.824524,1411235840000.000000 
48.052273,98.822937,10.502934,1306212736.000000,3.971968,2.512350,204.935974,919183032320.000000,270.174225,1075188596736.000000 
80.156883,72.350708,12.155935,1895750144.000000,8.708767,2.824270,176.888657,591068594176.000000,239.154877,745728180224.000000 
89.399551,63.887798,11.599008,1361171712.000000,11.527937,3.035169,132.258423,247089954816.000000,176.918793,301882343424.000000 
51.586388,19.880714,11.869290,1620237952.000000,9.028332,4.263810,108.755287,137357385728.000000,144.748505,165324079104.000000 
86.520584,69.515251,11.668579,1059454528.000000,13.738716,3.621131,107.155243,131379716096.000000,141.307892,153812975616.000000 
61.715008,33.436127,14.921332,1047145408.000000,11.676832,2.757338,105.570007,125654982656.000000,139.103943,146729992192.000000 
52.605202,16.124123,12.211392,2932104960.000000,17.461475,3.572560,105.764847,126353629184.000000,136.741058,139395874816.000000 
68.560867,65.912285,10.173728,1344168960.000000,38.227749,2.932820,95.739410,93717962752.000000,127.504913,112994869248.000000 
87.984550,72.736946,12.061465,1086641920.000000,54.938999,2.336868,108.333603,135761928192.000000,140.655869,151700684800.000000 
59.806801,33.740753,14.962916,2361037568.000000,41.084988,2.464669,105.238609,124463013888.000000,135.256927,134894379008.000000 
24.632673,66.375359,10.279662,3157139456.000000,10.739581,3.346441,672.236206,32441261621248.000000,926.452820,43346852577280.000000 
24.697355,65.782631,10.541804,1494528896.000000,0.959512,3.248327,672.236206,32441261621248.000000,926.452820,43346852577280.000000 
24.806332,66.005981,10.183252,2168543744.000000,0.898489,1.891543,672.236206,32441261621248.000000,926.452820,43346852577280.000000 
88.164627,9.705107,10.816270,1353710848.000000,62.933369,2.858095,103.245651,117519958016.000000,134.620438,133004255232.000000 
14.737698,35.051613,13.751778,1527083776.000000,14.370853,2.825830,98.128616,100910432256.000000,128.238235,114978168832.000000 
32.023067,65.555168,10.414554,1400104192.000000,0.000000,2.988292,77.776016,50240704512.000000,99.816933,54220742656.000000 
69.795441,11.743837,12.907727,7131951104.000000,9.011389,4.775286,389.293793,6300541911040.000000,527.053894,7981204242432.000000 
52.165707,11.465768,14.678924,22872219648.000000,28.870131,6.197289,326.650726,3722156179456.000000,492.399292,6508432064512.000000 
34.854992,96.941742,11.336844,35333599232.000000,33.114223,4.735237,362.997742,5108225540096.000000,485.130157,6224130080768.000000 
86.176094,69.507462,10.696898,12858148864.000000,6.753749,3.137830,326.085999,3702993977344.000000,430.613617,4352726532096.000000 
51.538139,28.209049,12.229612,16868833280.000000,109.075249,4.010190,240.277557,1481489252352.000000,326.223389,1892782440448.000000 
37.530735,69.785004,12.186943,15080459264.000000,9.334591,2.512582,234.927383,1384701886464.000000,322.154236,1822624841728.000000 
31.438349,10.503140,11.912970,3297274368.000000,0.000000,2.487115,627.070190,26331972632576.000000,819.206055,29971839975424.000000 
52.128166,19.687805,10.870646,1071533184.000000,0.000000,3.452810,588.893433,21811288866816.000000,784.698730,26342829588480.000000 
51.893589,19.520937,10.854009,1721993216.000000,0.000000,1.654026,588.893433,21811288866816.000000,784.698730,26342829588480.000000 
65.933456,68.051964,14.922240,1893225344.000000,0.000000,3.122062,557.950317,18548489453568.000000,755.100586,23470173847552.000000 
75.777870,42.049896,14.077168,1170805632.000000,2.596254,4.019607,260.616608,1890291941376.000000,354.410248,2426862305280.000000 
65.497757,69.600960,13.491076,1043793984.000000,0.634282,2.438482,237.227737,1425729650688.000000,314.675415,1698716844032.000000 
31.230371,10.352215,12.097360,5351117312.000000,0.000000,2.173692,627.070190,26331972632576.000000,819.206055,29971839975424.000000 
31.333431,10.879427,11.668216,1281615232.000000,0.000000,2.765529,627.070190,26331972632576.000000,819.206055,29971839975424.000000 
51.729477,19.653318,10.842094,3731606016.000000,1.093743,2.450410,588.893433,21811288866816.000000,784.698730,26342829588480.000000 
50.590202,87.315872,12.525023,1248195328.000000,0.000000,3.521275,599.594971,23020051628032.000000,796.855347,27582909120512.000000 
47.863338,80.252647,10.626493,4776327680.000000,0.000000,2.776454,452.797821,9913640157184.000000,650.640259,15014973931520.000000 
65.625641,68.296516,14.773572,1235708160.000000,1.995306,3.492659,557.950317,18548489453568.000000,755.100586,23470173847552.000000 
19.640829,63.048553,14.622688,10583196672.000000,6.671252,5.267229,424.201691,8151390224384.000000,564.212463,9791910969344.000000 
90.565742,66.086708,12.740038,1283210240.000000,2.180685,2.412820,384.093323,6051031678976.000000,520.950012,7707196653568.000000 
47.302898,89.212524,10.299126,1795373440.000000,7.589964,3.116099,376.082916,5680522592256.000000,508.529419,7168883425280.000000 
14.731516,35.277351,11.733727,1003079168.000000,24.719837,2.807480,340.168427,4203375493120.000000,456.702637,5192879702016.000000 
70.397079,92.984192,13.079300,7092354048.000000,2.859741,1.986777,351.083954,4621429374976.000000,478.878387,5986695774208.000000 
74.011299,14.864327,13.237276,1170774016.000000,6.290853,2.300771,356.180634,4825688309760.000000,480.140015,6034229297152.000000 
32.651524,66.820396,14.682058,2252659968.000000,1.755118,2.556701,334.475555,3996080406528.000000,442.601685,4726636150784.000000 
88.520599,5.251694,12.578509,2995697152.000000,6.547929,3.125238,262.068604,1922189885440.000000,342.415894,2188690063360.000000 
75.507286,41.859032,13.769756,1037343872.000000,8.469874,2.211041,260.616608,1890291941376.000000,354.410248,2426862305280.000000 
80.715553,4.034336,11.374143,3297918464.000000,4.164575,3.468710,259.984802,1876508672000.000000,340.579193,2153565257728.000000 
40.316765,58.673103,11.644485,2630226432.000000,64.461426,2.894518,115.758881,165658722304.000000,153.257828,196252696576.000000 
12.832246,46.852230,13.842126,1090490368.000000,75.620422,2.592964,121.220070,190203625472.000000,158.093872,215429152768.000000 
31.407049,10.784217,11.730898,72532647936.000000,6.742220,6.689159,627.070190,26331972632576.000000,819.206055,29971839975424.000000 
47.968605,79.465088,10.062932,35331985408.000000,42.111317,1.947063,452.797821,9913640157184.000000,650.640259,15014973931520.000000 
65.771767,68.554192,14.760210,51327565824.000000,3.998627,4.501204,557.950317,18548489453568.000000,755.100586,23470173847552.000000 
52.177887,10.633529,11.314486,1600133376.000000,18.766241,1.950566,116.053093,166921994240.000000,152.687439,194053324800.000000 
55.635391,27.938255,13.707103,2624090368.000000,10.985698,4.234114,117.413918,172863406080.000000,151.836929,190828527616.000000 
75.917519,41.986652,13.222545,3039220992.000000,4.243520,3.005786,117.252266,172136775680.000000,151.865097,190943903744.000000 
65.424500,36.862831,14.122997,1554033792.000000,49.689583,3.336691,113.121887,154593673216.000000,148.161789,177312186368.000000 
95.481880,35.300598,13.887925,1425296128.000000,54.599209,2.439934,113.744064,157142745088.000000,149.386673,181747531776.000000 
77.377457,17.651232,11.949563,1957052032.000000,29.794407,3.093961,110.277588,143217688576.000000,141.920532,155841036288.000000 
86.430061,13.439919,10.743216,1160473984.000000,41.078472,2.845528,110.094261,142517600256.000000,143.943634,162595766272.000000 
89.326370,57.778957,11.755168,25117442048.000000,1.271906,3.435367,467.331390,10899648675840.000000,632.729736,13808829464576.000000 
49.845558,14.740652,11.489276,7196110848.000000,2.227331,3.120744,452.084137,9867235426304.000000,635.008972,13959893614592.000000 
10.315229,55.383312,12.595304,34543468544.000000,147.726364,4.114856,241.827820,1510346719232.000000,317.289062,1741422460928.000000 
27.295633,67.618240,12.383525,117001543680.000000,242.662109,4.967812,403.444244,7012676534272.000000,550.971497,9118693720064.000000 
70.245163,11.546729,12.702065,117234630656.000000,255.893982,6.854711,389.293793,6300541911040.000000,527.053894,7981204242432.000000 
14.707960,34.919292,12.714903,100909432832.000000,214.391418,7.135551,340.168427,4203375493120.000000,456.702637,5192879702016.000000 
52.924858,86.363419,13.467908,68651057152.000000,216.734085,7.122264,352.017731,4658796953600.000000,472.606018,5754351779840.000000 
91.172813,44.011707,14.789850,39326105600.000000,184.138916,3.355817,321.762878,3557380325376.000000,442.716339,4730409451520.000000 
54.618607,26.006748,13.278656,56183857152.000000,166.361710,6.761324,296.879761,2794118971392.000000,394.311066,3342057603072.000000 
80.252586,91.410561,13.686142,72047370240.000000,177.931702,7.280635,294.179291,2718678646784.000000,392.366486,3293269983232.000000 
50.072983,86.917099,12.275149,104134795264.000000,2.718577,6.105620,599.594971,23020051628032.000000,796.855347,27582909120512.000000 
38.234230,61.292419,11.830991,61358346240.000000,159.743622,2.507873,284.794403,2467047669760.000000,374.978607,2874223099904.000000 
73.283691,61.278488,11.075535,45883383808.000000,164.644943,7.579782,258.789703,1850952908800.000000,345.218811,2242815721472.000000 
52.414490,15.617928,13.944273,51230150656.000000,158.262390,4.766112,273.838165,2193062494208.000000,359.567719,2534479233024.000000 
80.653244,3.995383,11.334987,16115506176.000000,134.310089,3.967287,259.984802,1876508672000.000000,340.579193,2153565257728.000000 
50.333778,70.733971,12.226986,30229485568.000000,174.840530,4.687379,235.276306,1390791753728.000000,314.164948,1690540048384.000000 
51.874844,19.560715,10.905787,308543979520.000000,326.288574,13.643143,588.893433,21811288866816.000000,784.698730,26342829588480.000000 
87.012665,69.341888,13.167986,184771444736.000000,287.237457,16.412292,502.493134,13550729822208.000000,675.704041,16818752192512.000000 
80.250130,97.590797,14.150373,23178688512.000000,5.287181,3.268242,463.108612,10606722678784.000000,612.988953,12556585402368.000000 
80.213234,97.944473,14.144662,3400668160.000000,1.406732,2.846564,463.108612,10606722678784.000000,612.988953,12556585402368.000000 
77.623260,42.649696,12.237722,1313587072.000000,0.723381,2.792743,82.659912,60317491200.000000,107.056870,66888388608.000000 
48.732353,10.019691,12.567636,8427316736.000000,9.950787,2.716390,218.024460,1106697388032.000000,305.763153,1558502178816.000000 
79.886269,72.839035,13.951474,22680500224.000000,157.252258,6.168827,220.847885,1150245404672.000000,304.934235,1545721872384.000000 
60.757015,4.426423,11.204337,21510008832.000000,134.390549,4.697656,215.950562,1075455393792.000000,289.960114,1329021321216.000000 
89.837051,60.222401,11.161027,12266539008.000000,126.281143,3.987056,210.818146,1000594735104.000000,286.264282,1278945787904.000000 
26.639027,11.279671,14.709884,5670692864.000000,19.116747,3.257553,215.784164,1073055137792.000000,287.687775,1298038784000.000000 
47.984406,98.963516,10.487847,17461659648.000000,82.191498,2.356223,204.935974,919183032320.000000,270.174225,1075188596736.000000 
51.923721,11.125395,11.943279,8303224320.000000,26.539047,3.756148,174.387894,566371090432.000000,232.320114,683500240896.000000 
37.271545,61.496342,10.774341,25219147776.000000,98.093613,7.153958,215.294327,1065683189760.000000,279.453247,1189740806144.000000 
68.974998,65.417480,11.076531,18369636352.000000,89.009224,5.008171,195.316742,795733917696.000000,256.456207,919450091520.000000 
67.974884,11.431026,13.596506,17386739712.000000,115.495903,4.203208,196.416855,809310617600.000000,261.962311,980027768832.000000 
43.256634,57.000832,14.580730,26298814464.000000,102.544266,3.296060,202.278290,883919159296.000000,265.624268,1021722427392.000000 
49.554100,0.077702,11.395649,4295812608.000000,24.650270,4.072797,158.498108,425208217600.000000,211.440948,515384410112.000000 
72.048515,92.924767,10.663904,13158394880.000000,109.137138,3.904838,181.298904,636379070464.000000,249.511429,846842888192.000000 
80.205246,72.325714,12.212005,4279925504.000000,109.148277,3.691172,176.888657,591068594176.000000,239.154877,745728180224.000000 
30.076872,67.873192,12.873366,11641535488.000000,97.814194,3.157530,186.608032,693947400192.000000,248.506226,836669603840.000000 
24.481924,70.256416,14.947225,21668085760.000000,114.372147,3.256366,182.501678,649076080640.000000,241.865097,771271032832.000000 
51.903690,10.629839,14.173305,10876623872.000000,33.703053,6.048517,175.053436,572815769600.000000,236.375931,719990358016.000000 
59.627747,58.200348,13.108652,8165592064.000000,105.132851,3.941832,171.301483,536786960384.000000,228.490662,650355277824.000000 
55.367794,79.026497,10.323442,11613262848.000000,90.298195,3.152817,171.568298,539344437248.000000,227.599442,642780823552.000000 
67.761826,66.543243,12.315868,8271366144.000000,134.583878,3.317346,178.307938,605383426048.000000,237.188660,727429349376.000000 
76.498444,82.093147,10.975057,8276339200.000000,50.209335,4.312718,169.071716,516116709376.000000,221.754395,594470764544.000000 
21.323336,62.415878,11.403407,6765153792.000000,99.438072,3.339915,160.646744,442733789184.000000,217.372574,559953084416.000000 
70.849007,62.732670,10.735827,11283401728.000000,87.594910,3.532865,160.824966,444252815360.000000,213.336380,529329913856.000000 
15.965178,35.261490,11.401542,8298455552.000000,87.365669,4.344191,160.027664,437623619584.000000,213.873840,533328887808.000000 
35.741005,69.046829,10.915675,14727932928.000000,74.258263,4.743539,165.503418,484077273088.000000,214.302048,536505057280.000000 
75.472801,60.434582,11.768044,4356711936.000000,45.952839,2.844313,152.494003,378708099072.000000,200.380951,438600237056.000000 
55.956257,82.087906,12.357886,3260992768.000000,70.628967,3.143374,142.142807,306687344640.000000,194.236801,399488286720.000000 
66.070496,67.465401,13.991858,5295742976.000000,25.604532,4.815754,155.017288,397799194624.000000,202.844025,455026081792.000000 
94.928131,35.336384,12.388254,3218566400.000000,58.562794,2.993335,151.494553,371259277312.000000,199.993210,436044922880.000000 
44.693394,53.950474,13.772721,3246345216.000000,61.438431,2.439749,146.116013,333106872320.000000,195.655731,408300847104.000000 
67.573990,1.619269,11.856897,2858183168.000000,82.362350,3.008283,136.610489,272267837440.000000,197.360123,419080077312.000000 
84.561798,47.059376,13.540614,8107525120.000000,70.789474,2.932660,140.628937,297028714496.000000,184.722443,343592730624.000000 
37.030376,61.990334,12.345892,5603293696.000000,39.526741,3.848970,144.961914,325297438720.000000,190.574905,377296879616.000000 
71.685387,68.597771,13.392103,3482248704.000000,31.801075,5.805752,143.974426,318669979648.000000,189.525421,371084951552.000000 
65.082474,9.013145,10.469671,5875987456.000000,66.770042,3.258932,150.362289,363056300032.000000,195.746902,408876089344.000000 
14.335484,16.335045,11.400245,1744911232.000000,102.066780,2.218471,143.278809,314142982144.000000,189.357925,370128093184.000000 
33.750423,65.795822,10.808920,2712723200.000000,10.813523,4.387265,139.187805,287953846272.000000,185.590530,348485287936.000000 
70.258278,58.180984,11.198864,1564404352.000000,69.821396,2.339389,132.438339,248062345216.000000,177.678909,305769152512.000000 
70.938019,12.841547,13.018006,4162617344.000000,20.871704,2.765643,144.859467,324601806848.000000,188.232666,363547983872.000000 
79.350891,9.090148,13.432029,2468199680.000000,45.274376,3.413885,137.065079,275028738048.000000,181.792664,327515373568.000000 
85.649223,17.123615,10.523346,1642934528.000000,57.804531,2.609194,140.518982,296304574464.000000,184.973206,345010569216.000000 
65.710754,96.946877,12.676276,4928186368.000000,88.135155,3.787153,140.921432,298889871360.000000,186.170486,351775096832.000000 
79.486122,97.159225,13.565948,7221113344.000000,25.819757,3.186455,121.708130,192522829824.000000,163.849884,239791538176.000000 
76.517006,82.927803,10.579026,2225931264.000000,91.099854,2.584956,104.855835,123116929024.000000,139.893158,149260845056.000000 
87.408539,66.819870,11.563210,5071975936.000000,24.253428,7.097842,137.578766,278077833216.000000,179.637909,316016066560.000000 
36.146839,63.308102,12.174359,3656980480.000000,50.632240,4.115075,136.140411,269463584768.000000,179.130081,313364414464.000000 
24.799435,66.033424,10.192778,33468026880.000000,1.671334,3.789570,672.236206,32441261621248.000000,926.452820,43346852577280.000000 
25.028557,67.100273,11.047475,1571873920.000000,44.644638,3.355432,672.236206,32441261621248.000000,926.452820,43346852577280.000000 
59.831154,33.606327,11.644423,3561332480.000000,48.375816,3.491873,129.290207,230784450560.000000,171.995026,277356773376.000000 
12.138469,15.255793,10.244203,1983423744.000000,80.481232,2.505262,130.458435,237118341120.000000,172.306824,278886318080.000000 
69.478218,93.911270,13.561498,3420090112.000000,33.135891,3.344872,131.445862,242534334464.000000,172.140778,278084747264.000000 
45.414471,76.804008,10.980718,4442900480.000000,38.844536,2.495293,131.732147,244099317760.000000,171.558884,275262439424.000000 
86.028893,22.529530,10.866145,1945548544.000000,90.409592,3.026431,133.834076,255960825856.000000,175.685623,295593213952.000000 
75.851051,16.348003,12.862314,5235641344.000000,20.303883,3.677445,127.423721,220949757952.000000,167.048019,254149099520.000000 
59.567974,32.862846,12.694914,1851487616.000000,28.978395,3.290757,128.056915,224262586368.000000,166.725815,252657958912.000000 
47.732540,12.197513,12.086356,2774693120.000000,47.090469,4.120684,107.462952,132523450368.000000,145.492432,167895810048.000000 
80.996162,71.854240,11.337189,1373901312.000000,73.517181,2.478409,127.802971,222921834496.000000,168.751999,261989629952.000000 
38.827461,34.610470,14.009114,2389981696.000000,52.488899,3.800969,124.379944,205484736512.000000,163.708191,239158460416.000000 
47.993156,93.438118,10.271237,2148739584.000000,20.172203,3.334307,122.330742,195488923648.000000,161.593628,230032539648.000000 
12.964465,7.993609,13.438274,3081572608.000000,29.535849,4.165160,122.817703,197828247552.000000,160.157150,223945441280.000000 
65.733940,57.940487,12.957207,2786608640.000000,71.462799,2.728751,126.170334,214480420864.000000,164.297974,241765941248.000000 
95.547806,38.072910,12.483931,1268553600.000000,55.225971,2.315158,122.389854,195767549952.000000,160.042908,223465635840.000000 
49.874557,1.147930,13.364695,1351766912.000000,90.985474,2.605594,119.096664,180383858688.000000,157.749878,213995585536.000000 
27.620455,67.799973,12.509480,1061572288.000000,0.000000,2.980764,403.444244,7012676534272.000000,550.971497,9118693720064.000000 
34.617653,97.144974,11.343830,1444646656.000000,0.000000,2.574090,362.997742,5108225540096.000000,485.130157,6224130080768.000000 
89.421783,57.759190,11.515138,2781634816.000000,9.326358,3.495402,467.331390,10899648675840.000000,632.729736,13808829464576.000000 
89.484085,58.602249,11.344024,1375283712.000000,0.748184,3.073337,467.331390,10899648675840.000000,632.729736,13808829464576.000000 
86.939079,69.446930,13.128737,1790161792.000000,2.688857,2.407264,502.493134,13550729822208.000000,675.704041,16818752192512.000000 
77.982361,43.269939,12.272762,1901417216.000000,1.063483,2.808304,216.753052,1087537610752.000000,288.513794,1309230759936.000000 
24.824856,69.267609,13.767401,1962100992.000000,9.204973,2.233485,234.059418,1369460310016.000000,307.977600,1592493473792.000000 
88.915298,69.200592,14.788010,4154839552.000000,8.915729,3.818144,200.731415,863764545536.000000,264.244720,1005765066752.000000 
73.300285,40.271152,14.995299,3729564160.000000,10.278652,5.206295,147.346786,341641953280.000000,202.313889,451425239040.000000 
80.911507,97.574158,13.863100,1363284992.000000,15.018778,4.149626,93.070473,86098337792.000000,131.544861,124094218240.000000 
51.387131,99.639374,14.275266,1271334272.000000,24.992218,3.608184,109.157944,138893656064.000000,142.503784,157771792384.000000 
50.263424,15.147900,10.359975,1860881408.000000,1.706061,2.443802,108.835693,137661661184.000000,142.445724,157578838016.000000 
67.209343,66.093292,12.513420,1159792384.000000,18.235046,2.969759,104.367310,121408864256.000000,137.352234,141258489856.000000 
59.166714,33.495148,12.847150,1379811456.000000,55.292488,2.456962,102.259773,114191990784.000000,136.917374,139917230080.000000 
25.184034,67.058533,11.466309,1188516992.000000,21.138664,2.935902,95.470207,92938420224.000000,128.788010,116449632256.000000 
24.608845,66.255402,10.245503,8684505088.000000,0.000000,2.598996,672.236206,32441261621248.000000,926.452820,43346852577280.000000 
24.477467,66.231987,10.593418,1305034880.000000,0.000000,3.092103,672.236206,32441261621248.000000,926.452820,43346852577280.000000 
24.801073,66.319420,10.337298,1049955584.000000,0.000000,3.547096,672.236206,32441261621248.000000,926.452820,43346852577280.000000 
49.416416,14.989985,11.206817,7239174144.000000,0.000000,2.661818,452.084137,9867235426304.000000,635.008972,13959893614592.000000 
42.591862,57.460064,13.811684,1086390144.000000,25.804136,3.125986,103.134758,117153603584.000000,132.622299,127151718400.000000 
