## xgal,ygal,zgal,mgal,rhgas,rhstar,R200,M200,RTopHat,MTopHat 
79.310028,96.794418,14.039963,1422274304.000000,5.858965,2.857034,102.095169,113642209280.000000,130.956863,122431160320.000000 
47.292198,97.096977,10.007635,5325979136.000000,16.073433,3.186910,392.943756,6479279030272.000000,550.992859,9118989418496.000000 
90.769951,65.668205,12.365650,6345186816.000000,78.339584,3.232633,384.093323,6051031678976.000000,520.950012,7707196653568.000000 
52.217281,11.349686,14.817208,22186643456.000000,7.857287,3.449723,326.650726,3722156179456.000000,492.399292,6508432064512.000000 
34.826904,97.563148,11.410075,3415473920.000000,19.889669,2.391383,362.997742,5108225540096.000000,485.130157,6224130080768.000000 
85.205643,69.079140,10.787178,1240310400.000000,11.362392,4.101204,326.085999,3702993977344.000000,430.613617,4352726532096.000000 
51.915428,28.657200,12.179955,13958920192.000000,7.798103,3.979084,240.277557,1481489252352.000000,326.223389,1892782440448.000000 
37.277641,69.730331,11.976865,2867293952.000000,15.759509,2.152117,234.927383,1384701886464.000000,322.154236,1822624841728.000000 
31.328283,10.567920,11.926610,1504804096.000000,0.000000,2.836135,627.070190,26331972632576.000000,819.206055,29971839975424.000000 
51.879627,19.553448,10.835867,1132407680.000000,0.000000,2.486885,588.893433,21811288866816.000000,784.698730,26342829588480.000000 
50.535854,87.217285,12.579196,1511277056.000000,0.000000,2.333721,599.594971,23020051628032.000000,796.855347,27582909120512.000000 
89.398865,57.829357,11.648540,2874957312.000000,0.433033,0.600831,467.331390,10899648675840.000000,632.729736,13808829464576.000000 
49.307369,70.229851,11.381022,1056483840.000000,1.049282,2.603615,250.018631,1668935188480.000000,337.581940,2097319772160.000000 
31.130062,10.527710,11.936399,3006708224.000000,0.000000,2.930584,627.070190,26331972632576.000000,819.206055,29971839975424.000000 
31.483570,10.395325,11.896852,3256450048.000000,0.000000,3.361082,627.070190,26331972632576.000000,819.206055,29971839975424.000000 
51.856926,19.165672,10.913416,1117084288.000000,0.000000,3.937368,588.893433,21811288866816.000000,784.698730,26342829588480.000000 
50.158207,86.367950,12.271224,1211613312.000000,0.000000,3.561507,599.594971,23020051628032.000000,796.855347,27582909120512.000000 
47.528564,79.501183,10.604347,2521715456.000000,4.125819,3.979368,452.797821,9913640157184.000000,650.640259,15014973931520.000000 
65.931664,68.686684,14.484724,2509381120.000000,1.762746,2.550809,557.950317,18548489453568.000000,755.100586,23470173847552.000000 
20.058771,63.197903,14.405306,1193483136.000000,0.000000,3.288756,424.201691,8151390224384.000000,564.212463,9791910969344.000000 
90.673149,7.912881,10.103574,1222580096.000000,51.927532,2.650193,373.775787,5576262680576.000000,503.021729,6939126792192.000000 
47.790668,89.313965,10.370296,6116902400.000000,1.534647,3.632941,376.082916,5680522592256.000000,508.529419,7168883425280.000000 
14.942479,35.133621,12.734499,4144607744.000000,1.156538,2.889216,340.168427,4203375493120.000000,456.702637,5192879702016.000000 
53.084187,86.377922,13.056513,2608603136.000000,0.858321,3.367525,352.017731,4658796953600.000000,472.606018,5754351779840.000000 
30.198214,65.450836,10.274170,7312779264.000000,10.866433,2.625747,359.039795,4942675312640.000000,476.318329,5890779381760.000000 
51.494629,28.305912,12.223819,7446198272.000000,11.965332,4.384656,240.277557,1481489252352.000000,326.223389,1892782440448.000000 
80.560455,91.524048,13.587898,3588204288.000000,6.352563,3.029909,294.179291,2718678646784.000000,392.366486,3293269983232.000000 
75.716843,41.969673,14.252655,1945254400.000000,5.992188,2.773498,260.616608,1890291941376.000000,354.410248,2426862305280.000000 
80.641953,4.047953,11.384643,2292986368.000000,1.397416,2.029294,259.984802,1876508672000.000000,340.579193,2153565257728.000000 
86.575378,49.477055,14.236752,2250049024.000000,59.052395,2.533072,122.864197,198048694272.000000,159.359421,220612083712.000000 
93.341331,65.666588,11.392845,1118577920.000000,57.723949,2.040976,116.766052,170013573120.000000,152.949158,195053699072.000000 
31.953115,10.072433,11.436888,19896334336.000000,20.170692,5.295649,627.070190,26331972632576.000000,819.206055,29971839975424.000000 
47.483692,79.606552,10.466989,49704415232.000000,11.004083,2.881582,452.797821,9913640157184.000000,650.640259,15014973931520.000000 
65.936371,68.258614,14.591268,47994363904.000000,5.056507,3.220752,557.950317,18548489453568.000000,755.100586,23470173847552.000000 
67.247147,62.505169,14.372447,1668168320.000000,48.247143,3.274951,117.540390,173439139840.000000,154.118713,199580270592.000000 
54.755032,61.358086,13.609137,1621383424.000000,68.002808,3.114150,116.178078,167446708224.000000,153.338974,196543610880.000000 
89.657295,57.245319,10.656091,3079197696.000000,9.598247,3.661474,113.527626,156259024896.000000,148.235962,177566646272.000000 
91.648926,6.089117,10.678019,1383848064.000000,35.968132,2.120286,112.656303,152685543424.000000,148.267563,177690083328.000000 
50.279644,13.916160,11.120264,1949571328.000000,7.521426,3.092813,109.522354,140305809408.000000,143.342896,160548667392.000000 
51.216850,14.326656,13.995010,1511746048.000000,2.896305,3.558178,112.451195,151871733760.000000,146.235123,170461544448.000000 
84.862915,24.613392,10.587005,1620343296.000000,65.903198,2.912415,109.575432,140516982784.000000,143.041107,159549702144.000000 
89.347855,58.673489,12.033011,9301906432.000000,1.623612,3.222287,467.331390,10899648675840.000000,632.729736,13808829464576.000000 
49.633430,14.878303,11.191236,4332893184.000000,0.000000,2.472722,452.084137,9867235426304.000000,635.008972,13959893614592.000000 
49.205906,15.190629,11.110423,158544445440.000000,308.327057,10.628341,452.084137,9867235426304.000000,635.008972,13959893614592.000000 
19.629986,63.279808,14.752671,124383051776.000000,245.946609,2.784910,424.201691,8151390224384.000000,564.212463,9791910969344.000000 
90.528717,65.935707,12.586465,106387243008.000000,235.838089,6.605275,384.093323,6051031678976.000000,520.950012,7707196653568.000000 
34.715416,97.146950,11.241039,92537380864.000000,206.860397,6.238526,362.997742,5108225540096.000000,485.130157,6224130080768.000000 
74.370193,15.022478,13.191844,68840742912.000000,223.371826,4.472875,356.180634,4825688309760.000000,480.140015,6034229297152.000000 
32.678295,66.669991,14.641356,56035655680.000000,193.565903,4.334234,334.475555,3996080406528.000000,442.601685,4726636150784.000000 
75.788658,81.851219,10.004611,51909201920.000000,162.568054,6.178127,304.444855,3013657231360.000000,402.225098,3547309801472.000000 
29.735941,68.118546,11.953936,68239118336.000000,138.967361,5.797163,280.877533,2366603526144.000000,370.319183,2768712761344.000000 
68.425285,4.086648,11.092152,55152185344.000000,164.994781,7.281069,272.434906,2159446458368.000000,363.868835,2626386395136.000000 
32.148876,11.528728,10.648797,62431657984.000000,174.206818,4.215469,277.560242,2283438342144.000000,368.249969,2722499919872.000000 
47.746166,79.821999,10.478208,65938464768.000000,14.663736,8.597823,452.797821,9913640157184.000000,650.640259,15014973931520.000000 
76.823128,84.457359,10.698060,37868863488.000000,138.768707,4.650175,256.896942,1810690211840.000000,339.753204,2137899270144.000000 
86.704681,23.891840,10.568240,38539718656.000000,160.686234,5.383757,245.281662,1575749419008.000000,330.465515,1967576317952.000000 
65.538284,37.802429,12.009228,32504066048.000000,103.364082,6.311359,237.355896,1428162740224.000000,315.823883,1717277425664.000000 
50.413116,86.991829,12.512447,223807750144.000000,306.983826,12.920280,599.594971,23020051628032.000000,796.855347,27582909120512.000000 
29.422844,10.954331,13.486585,1563017984.000000,27.802507,3.059570,97.134277,97868611584.000000,128.067093,114515763200.000000 
89.880959,6.897739,11.131234,2264455168.000000,39.900288,3.105023,99.623863,105593397248.000000,130.799545,122000482304.000000 
37.954342,70.276505,12.508476,1145722752.000000,12.333714,2.003035,99.554596,105382223872.000000,130.303085,120608497664.000000 
24.749769,66.941765,10.624349,7901630976.000000,1.501043,2.763297,672.236206,32441261621248.000000,926.452820,43346852577280.000000 
24.353785,66.267471,10.430470,2482384128.000000,0.000000,3.094408,672.236206,32441261621248.000000,926.452820,43346852577280.000000 
24.957047,66.147675,10.398100,1729126272.000000,7.931179,3.362358,672.236206,32441261621248.000000,926.452820,43346852577280.000000 
24.532036,66.262367,10.057274,1107407872.000000,0.000000,2.202892,672.236206,32441261621248.000000,926.452820,43346852577280.000000 
49.127666,15.186469,11.107274,8875058176.000000,0.521457,2.001707,452.084137,9867235426304.000000,635.008972,13959893614592.000000 
84.251144,26.492737,10.113729,1171837312.000000,56.654716,2.444071,96.431854,95752536064.000000,128.375458,115336249344.000000 
52.294941,20.472647,10.575664,2580391936.000000,0.941682,3.540781,90.645340,79544705024.000000,118.988037,91843084288.000000 
26.883812,67.310799,12.378895,17096047616.000000,27.522762,2.466485,403.444244,7012676534272.000000,550.971497,9118693720064.000000 
89.755653,7.113836,10.651373,6160195072.000000,5.768610,3.279973,373.775787,5576262680576.000000,503.021729,6939126792192.000000 
51.817402,11.716372,14.683155,9801888768.000000,15.882332,2.304967,326.650726,3722156179456.000000,492.399292,6508432064512.000000 
14.167619,8.340599,13.848516,6893412864.000000,25.076651,2.695821,348.094025,4504247861248.000000,472.014709,5732630528000.000000 
91.238380,43.842800,14.826692,20474480640.000000,19.373821,5.400647,321.762878,3557380325376.000000,442.716339,4730409451520.000000 
37.627125,69.735237,12.238542,12172573696.000000,164.686157,2.626692,234.927383,1384701886464.000000,322.154236,1822624841728.000000 
88.023483,5.061824,12.498904,31563403264.000000,66.002426,2.924755,262.068604,1922189885440.000000,342.415894,2188690063360.000000 
31.440615,10.782199,11.708025,1171650176.000000,0.000000,1.747915,627.070190,26331972632576.000000,819.206055,29971839975424.000000 
51.734596,18.910820,10.720079,1081891456.000000,0.000000,3.969251,588.893433,21811288866816.000000,784.698730,26342829588480.000000 
47.572601,79.470047,10.478847,2994282752.000000,1.312307,3.671293,452.797821,9913640157184.000000,650.640259,15014973931520.000000 
49.157566,15.044761,11.202905,1332423040.000000,0.000000,2.483606,452.084137,9867235426304.000000,635.008972,13959893614592.000000 
50.293556,58.048466,10.230255,1038608448.000000,0.000000,2.825207,283.290283,2427712176128.000000,372.356415,2814552834048.000000 
31.489946,10.802132,11.326501,2013779840.000000,0.000000,3.434171,627.070190,26331972632576.000000,819.206055,29971839975424.000000 
51.460785,20.329306,10.405261,1856838656.000000,0.000000,3.522185,588.893433,21811288866816.000000,784.698730,26342829588480.000000 
49.715103,86.841789,12.440840,1171956224.000000,4.871873,1.988326,599.594971,23020051628032.000000,796.855347,27582909120512.000000 
47.126183,80.478630,10.454669,4551428608.000000,6.260407,3.622055,452.797821,9913640157184.000000,650.640259,15014973931520.000000 
66.116745,68.082779,14.733863,4210193408.000000,1.299989,3.503676,557.950317,18548489453568.000000,755.100586,23470173847552.000000 
66.060989,67.743706,14.801422,1011338816.000000,0.000000,2.646601,557.950317,18548489453568.000000,755.100586,23470173847552.000000 
38.812294,70.792374,12.484190,6316247040.000000,3.369115,3.373965,357.350037,4872941338624.000000,474.954803,5841197465600.000000 
90.445488,7.759778,10.319221,1139619456.000000,16.026518,2.720664,373.775787,5576262680576.000000,503.021729,6939126792192.000000 
51.829762,11.420799,14.677540,15872459776.000000,1.762858,2.475235,326.650726,3722156179456.000000,492.399292,6508432064512.000000 
14.885363,34.994953,12.795478,1627281664.000000,0.775818,2.616395,340.168427,4203375493120.000000,456.702637,5192879702016.000000 
52.957413,86.152557,13.424370,1031345280.000000,5.620784,2.758220,352.017731,4658796953600.000000,472.606018,5754351779840.000000 
30.317051,65.416466,10.257106,6410335232.000000,2.052834,3.384153,359.039795,4942675312640.000000,476.318329,5890779381760.000000 
51.619343,28.117060,12.215535,1515746816.000000,5.429668,3.542784,240.277557,1481489252352.000000,326.223389,1892782440448.000000 
80.276840,91.417732,13.868821,3146052096.000000,4.122060,4.411663,294.179291,2718678646784.000000,392.366486,3293269983232.000000 
49.404678,70.558586,11.551095,1784251648.000000,11.858638,4.058655,250.018631,1668935188480.000000,337.581940,2097319772160.000000 
31.914116,10.717411,11.118590,1269116544.000000,0.000000,3.474640,67.198578,32408520704.000000,87.872543,36992659456.000000 
94.075272,36.131176,14.428945,2153193472.000000,84.347328,2.338149,120.826256,188350676992.000000,158.392685,216649646080.000000 
71.547134,93.689278,14.508896,2065029632.000000,36.517796,3.990230,120.381180,186323402752.000000,156.574066,209248501760.000000 
31.737234,10.515308,11.512045,9991075840.000000,20.140345,2.878951,627.070190,26331972632576.000000,819.206055,29971839975424.000000 
47.660255,80.002663,10.134131,19734032384.000000,15.224024,3.756402,452.797821,9913640157184.000000,650.640259,15014973931520.000000 
66.144760,68.019905,14.655004,16176634880.000000,1.800842,2.875092,557.950317,18548489453568.000000,755.100586,23470173847552.000000 
63.269287,92.648476,11.706311,1206320256.000000,91.172722,2.887754,117.709053,174189019136.000000,155.899124,206551711744.000000 
91.363060,64.185997,11.192049,1909656320.000000,12.207512,4.044229,116.811035,170210492416.000000,152.668594,193985462272.000000 
75.359390,70.100960,10.995654,1621681664.000000,36.886379,2.998574,113.911461,157837131776.000000,149.905884,183644602368.000000 
62.774376,27.667143,10.809588,1106822016.000000,63.680405,2.289434,116.719048,169815801856.000000,151.925186,191146508288.000000 
51.941528,96.940369,13.255960,1170609408.000000,61.652344,2.397951,113.699791,156956573696.000000,148.314590,177853005824.000000 
80.203575,95.121704,14.590638,1319555072.000000,80.772537,2.263077,112.511772,152105254912.000000,146.666275,171989303296.000000 
67.305305,17.859612,11.424638,1131779712.000000,66.034698,2.094883,109.103775,138687447040.000000,142.437134,157555376128.000000 
50.054333,14.332634,11.506311,13390554112.000000,58.364365,3.196061,452.084137,9867235426304.000000,635.008972,13959893614592.000000 
80.217026,97.539314,14.372941,21939425280.000000,1.673432,2.923102,463.108612,10606722678784.000000,612.988953,12556585402368.000000 
80.385078,97.542061,14.465649,103928987648.000000,242.363388,6.718189,463.108612,10606722678784.000000,612.988953,12556585402368.000000 
38.597004,71.088867,13.022201,84226015232.000000,225.142426,9.387272,357.350037,4872941338624.000000,474.954803,5841197465600.000000 
90.084206,7.430948,10.468284,128414990336.000000,215.998230,5.240618,373.775787,5576262680576.000000,503.021729,6939126792192.000000 
14.149770,7.934618,13.915716,108512985088.000000,217.318542,3.523791,348.094025,4504247861248.000000,472.014709,5732630528000.000000 
30.418825,65.425919,10.108162,48489054208.000000,212.831177,3.249051,359.039795,4942675312640.000000,476.318329,5890779381760.000000 
52.019974,28.675285,12.078603,30075049984.000000,166.335266,3.076281,240.277557,1481489252352.000000,326.223389,1892782440448.000000 
93.995972,66.830330,12.162150,81625219072.000000,139.991943,5.543830,288.787781,2572191531008.000000,380.936737,3013621579776.000000 
14.031324,34.536846,13.638730,49874030592.000000,166.457947,6.388103,278.157104,2298193117184.000000,371.828125,2802509152256.000000 
50.649693,13.648196,13.019247,58552152064.000000,172.427429,6.703958,287.024963,2525421109248.000000,377.385986,2929945739264.000000 
49.334961,70.220230,11.357232,27774496768.000000,179.136154,4.704704,250.018631,1668935188480.000000,337.581940,2097319772160.000000 
89.401344,57.830505,11.652128,119883276288.000000,323.576569,8.383462,467.331390,10899648675840.000000,632.729736,13808829464576.000000 
96.129448,35.872593,13.824147,44099538944.000000,133.378906,4.243013,260.464478,1887160631296.000000,339.830597,2139647246336.000000 
54.801640,83.595039,12.816330,39517650944.000000,254.700455,2.127320,261.156799,1902142947328.000000,344.574646,2230367551488.000000 
24.749594,66.266762,10.026003,268232802304.000000,379.499817,13.165783,672.236206,32441261621248.000000,926.452820,43346852577280.000000 
47.807262,80.390366,10.683593,155012612096.000000,393.231720,9.346226,452.797821,9913640157184.000000,650.640259,15014973931520.000000 
